ÀÏÀÚ,¼Û±Ý,,ÇöÂû,,¸Å¸Å±âÁØÀ²,±âÁØÈ¯À²,´ë¹ÌÈ¯»êÀ²
,º¸³»½Ç¶§,¹ÞÀ¸½Ç¶§,»ç½Ç¶§,ÆÄ½Ç¶§,(ÀüÀÏ´ëºñ),,
2023.01.25,"1,249.50","1,225.50","1,259.15","1,215.85","1,237.50ÇÏ¶ô-1.00","1,234.40",1.0000
2023.01.20,"1,250.50","1,226.50","1,260.17","1,216.83","1,238.50»ó½Â0.50","1,236.00",1.0000
2023.01.19,"1,250.00","1,226.00","1,259.66","1,216.34","1,238.00»ó½Â7.00","1,239.80",1.0000
2023.01.18,"1,242.90","1,219.10","1,252.54","1,209.46","1,231.00ÇÏ¶ô-11.00","1,238.50",1.0000
2023.01.17,"1,254.00","1,230.00","1,263.73","1,220.27","1,242.00»ó½Â2.00","1,234.00",1.0000
2023.01.16,"1,252.00","1,228.00","1,261.70","1,218.30","1,240.00ÇÏ¶ô-3.00","1,240.60",1.0000
2023.01.13,"1,255.00","1,231.00","1,264.75","1,221.25","1,243.00ÇÏ¶ô-3.00","1,244.60",1.0000
2023.01.12,"1,258.00","1,234.00","1,267.80","1,224.20","1,246.00ÇÏ¶ô-3.00","1,245.30",1.0000
2023.01.11,"1,261.10","1,236.90","1,270.85","1,227.15","1,249.00»ó½Â2.00","1,240.80",1.0000
2023.01.10,"1,259.00","1,235.00","1,268.82","1,225.18","1,247.00","1,246.80",1.0000
2023.01.09,"1,259.00","1,235.00","1,268.82","1,225.18","1,247.00ÇÏ¶ô-13.00","1,267.20",1.0000
2023.01.06,"1,272.20","1,247.80","1,282.05","1,237.95","1,260.00ÇÏ¶ô-10.00","1,270.30",1.0000
2023.01.05,"1,282.30","1,257.70","1,292.22","1,247.78","1,270.00ÇÏ¶ô-2.00","1,274.70",1.0000
2023.01.04,"1,284.30","1,259.70","1,294.26","1,249.74","1,272.00ÇÏ¶ô-5.00","1,272.10",1.0000
2023.01.03,"1,289.30","1,264.70","1,299.34","1,254.66","1,277.00»ó½Â4.00","1,268.90",1.0000
2023.01.02,"1,285.30","1,260.70","1,295.27","1,250.73","1,273.00»ó½Â12.50","1,267.30",1.0000
2022.12.30,"1,272.70","1,248.30","1,282.55","1,238.45","1,260.50ÇÏ¶ô-8.50","1,267.30",1.0000
2022.12.29,"1,281.30","1,256.70","1,291.20","1,246.80","1,269.00»ó½Â0.50","1,268.40",1.0000
2022.12.28,"1,280.80","1,256.20","1,290.69","1,246.31","1,268.50ÇÏ¶ô-3.50","1,268.30",1.0000
2022.12.27,"1,284.30","1,259.70","1,294.26","1,249.74","1,272.00ÇÏ¶ô-4.50","1,276.40",1.0000
2022.12.26,"1,288.80","1,264.20","1,298.83","1,254.17","1,276.50ÇÏ¶ô-8.50","1,282.20",1.0000
2022.12.23,"1,297.40","1,272.60","1,307.48","1,262.52","1,285.00»ó½Â4.00","1,276.10",1.0000
2022.12.22,"1,293.40","1,268.60","1,303.41","1,258.59","1,281.00ÇÏ¶ô-9.00","1,286.60",1.0000
2022.12.21,"1,302.50","1,277.50","1,312.57","1,267.43","1,290.00»ó½Â3.00","1,298.00",1.0000
2022.12.20,"1,299.40","1,274.60","1,309.52","1,264.48","1,287.00ÇÏ¶ô-15.00","1,302.00",1.0000
2022.12.19,"1,314.60","1,289.40","1,324.78","1,279.22","1,302.00ÇÏ¶ô-9.00","1,310.10",1.0000
2022.12.16,"1,323.70","1,298.30","1,333.94","1,288.06","1,311.00ÇÏ¶ô-3.50","1,301.00",1.0000
2022.12.15,"1,327.20","1,301.80","1,337.50","1,291.50","1,314.50»ó½Â17.50","1,296.00",1.0000
2022.12.14,"1,309.50","1,284.50","1,319.69","1,274.31","1,297.00ÇÏ¶ô-12.50","1,304.40",1.0000
2022.12.13,"1,322.20","1,296.80","1,332.41","1,286.59","1,309.50»ó½Â3.00","1,310.00",1.0000
2022.12.12,"1,319.10","1,293.90","1,329.36","1,283.64","1,306.50","1,306.60",1.0000
2022.12.09,"1,319.10","1,293.90","1,329.36","1,283.64","1,306.50ÇÏ¶ô-14.50","1,320.40",1.0000
2022.12.08,"1,333.80","1,308.20","1,344.11","1,297.89","1,321.00ÇÏ¶ô-2.00","1,319.50",1.0000
2022.12.07,"1,335.80","1,310.20","1,346.15","1,299.85","1,323.00»ó½Â1.50","1,309.00",1.0000
2022.12.06,"1,334.30","1,308.70","1,344.62","1,298.38","1,321.50»ó½Â22.50","1,293.20",1.0000
2022.12.05,"1,311.60","1,286.40","1,321.73","1,276.27","1,299.00ÇÏ¶ô-5.00","1,300.40",1.0000
2022.12.02,"1,316.60","1,291.40","1,326.82","1,281.18","1,304.00ÇÏ¶ô-4.00","1,300.80",1.0000
2022.12.01,"1,320.60","1,295.40","1,330.89","1,285.11","1,308.00ÇÏ¶ô-10.00","1,320.10",1.0000
2022.11.30,"1,330.70","1,305.30","1,341.06","1,294.94","1,318.00ÇÏ¶ô-12.00","1,331.50",1.0000
2022.11.29,"1,342.90","1,317.10","1,353.27","1,306.73","1,330.00ÇÏ¶ô-5.00","1,339.00",1.0000
2022.11.28,"1,347.90","1,322.10","1,358.36","1,311.64","1,335.00»ó½Â1.50","1,326.80",1.0000
2022.11.25,"1,346.40","1,320.60","1,356.83","1,310.17","1,333.50»ó½Â0.50","1,333.20",1.0000
2022.11.24,"1,345.90","1,320.10","1,356.32","1,309.68","1,333.00ÇÏ¶ô-21.00","1,352.30",1.0000
2022.11.23,"1,367.10","1,340.90","1,377.69","1,330.31","1,354.00ÇÏ¶ô-1.00","1,355.70",1.0000
2022.11.22,"1,368.10","1,341.90","1,378.71","1,331.29","1,355.00ÇÏ¶ô-5.00","1,352.30",1.0000
2022.11.21,"1,373.10","1,346.90","1,383.80","1,336.20","1,360.00»ó½Â18.50","1,340.00",1.0000
2022.11.18,"1,354.50","1,328.50","1,364.97","1,318.03","1,341.50ÇÏ¶ô-10.50","1,338.40",1.0000
2022.11.17,"1,365.10","1,338.90","1,375.66","1,328.34","1,352.00»ó½Â24.00","1,325.60",1.0000
2022.11.16,"1,340.80","1,315.20","1,351.24","1,304.76","1,328.00»ó½Â12.00","1,322.40",1.0000
2022.11.15,"1,328.70","1,303.30","1,339.03","1,292.97","1,316.00ÇÏ¶ô-14.00","1,320.30",1.0000
2022.11.14,"1,342.90","1,317.10","1,353.27","1,306.73","1,330.00»ó½Â10.00","1,334.10",1.0000
2022.11.11,"1,332.80","1,307.20","1,343.10","1,296.90","1,320.00ÇÏ¶ô-57.00","1,370.10",1.0000
2022.11.10,"1,390.30","1,363.70","1,401.09","1,352.91","1,377.00»ó½Â8.50","1,368.30",1.0000
2022.11.09,"1,381.70","1,355.30","1,392.44","1,344.56","1,368.50ÇÏ¶ô-15.50","1,387.30",1.0000
2022.11.08,"1,397.40","1,370.60","1,408.22","1,359.78","1,384.00ÇÏ¶ô-14.00","1,406.50",1.0000
2022.11.07,"1,411.50","1,384.50","1,422.46","1,373.54","1,398.00ÇÏ¶ô-15.00","1,422.40",1.0000
2022.11.04,"1,426.70","1,399.30","1,437.72","1,388.28","1,413.00ÇÏ¶ô-16.00","1,422.10",1.0000
2022.11.03,"1,442.80","1,415.20","1,454.00","1,404.00","1,429.00»ó½Â12.50","1,418.00",1.0000
2022.11.02,"1,430.20","1,402.80","1,441.28","1,391.72","1,416.50»ó½Â0.50","1,421.70",1.0000
2022.11.01,"1,429.70","1,402.30","1,440.78","1,391.22","1,416.00ÇÏ¶ô-13.50","1,422.20",1.0000
2022.10.31,"1,443.30","1,415.70","1,454.51","1,404.49","1,429.50»ó½Â4.00","1,419.30",1.0000
2022.10.28,"1,439.30","1,411.70","1,450.44","1,400.56","1,425.50","1,418.10",1.0000
2022.10.27,"1,439.30","1,411.70","1,450.44","1,400.56","1,425.50»ó½Â5.50","1,428.20",1.0000
2022.10.26,"1,433.70","1,406.30","1,444.85","1,395.15","1,420.00ÇÏ¶ô-19.00","1,436.50",1.0000
2022.10.25,"1,452.90","1,425.10","1,464.18","1,413.82","1,439.00ÇÏ¶ô-4.00","1,436.60",1.0000
2022.10.24,"1,456.90","1,429.10","1,468.25","1,417.75","1,443.00»ó½Â3.00","1,436.60",1.0000
2022.10.21,"1,453.90","1,426.10","1,465.20","1,414.80","1,440.00»ó½Â11.50","1,431.70",1.0000
2022.10.20,"1,442.30","1,414.70","1,453.49","1,403.51","1,428.50ÇÏ¶ô-7.50","1,420.60",1.0000
2022.10.19,"1,449.90","1,422.10","1,461.13","1,410.87","1,436.00»ó½Â9.50","1,425.60",1.0000
2022.10.18,"1,440.30","1,412.70","1,451.46","1,401.54","1,426.50ÇÏ¶ô-12.00","1,436.60",1.0000
2022.10.17,"1,452.40","1,424.60","1,463.67","1,413.33","1,438.50ÇÏ¶ô-1.50","1,428.90",1.0000
2022.10.14,"1,453.90","1,426.10","1,465.20","1,414.80","1,440.00ÇÏ¶ô-5.00","1,427.00",1.0000
2022.10.13,"1,459.00","1,431.00","1,470.28","1,419.72","1,445.00»ó½Â13.00","1,430.40",1.0000
2022.10.12,"1,445.80","1,418.20","1,457.06","1,406.94","1,432.00ÇÏ¶ô-2.00","1,433.50",1.0000
2022.10.11,"1,447.90","1,420.10","1,459.09","1,408.91","1,434.00»ó½Â5.00","1,410.30",1.0000
2022.10.07,"1,442.80","1,415.20","1,454.00","1,404.00","1,429.00»ó½Â20.00","1,404.20",1.0000
2022.10.06,"1,422.60","1,395.40","1,433.65","1,384.35","1,409.00ÇÏ¶ô-14.00","1,419.10",1.0000
2022.10.05,"1,436.80","1,409.20","1,447.90","1,398.10","1,423.00ÇÏ¶ô-7.00","1,431.20",1.0000
2022.10.04,"1,443.80","1,416.20","1,455.02","1,404.98","1,430.00ÇÏ¶ô-7.00","1,432.10",1.0000
2022.09.30,"1,450.90","1,423.10","1,462.14","1,411.86","1,437.00ÇÏ¶ô-1.00","1,434.80",1.0000
2022.09.29,"1,451.90","1,424.10","1,463.16","1,412.84","1,438.00ÇÏ¶ô-7.50","1,436.50",1.0000
2022.09.28,"1,459.50","1,431.50","1,470.79","1,420.21","1,445.50»ó½Â21.50","1,427.20",1.0000
2022.09.27,"1,437.80","1,410.20","1,448.92","1,399.08","1,424.00ÇÏ¶ô-8.50","1,429.70",1.0000
2022.09.26,"1,446.30","1,418.70","1,457.56","1,407.44","1,432.50»ó½Â15.50","1,408.40",1.0000
2022.09.23,"1,430.70","1,403.30","1,441.79","1,392.21","1,417.00»ó½Â12.00","1,408.00",1.0000
2022.09.22,"1,418.60","1,391.40","1,429.58","1,380.42","1,405.00»ó½Â10.00","1,393.60",1.0000
2022.09.21,"1,408.50","1,381.50","1,419.41","1,370.59","1,395.00»ó½Â2.50","1,389.10",1.0000
2022.09.20,"1,406.00","1,379.00","1,416.86","1,368.14","1,392.50ÇÏ¶ô-2.00","1,390.10",1.0000
2022.09.19,"1,408.00","1,381.00","1,418.90","1,370.10","1,394.50»ó½Â0.50","1,394.20",1.0000
2022.09.16,"1,407.50","1,380.50","1,418.39","1,369.61","1,394.00ÇÏ¶ô-5.00","1,394.20",1.0000
2022.09.15,"1,412.50","1,385.50","1,423.48","1,374.52","1,399.00»ó½Â4.50","1,391.70",1.0000
2022.09.14,"1,408.00","1,381.00","1,418.90","1,370.10","1,394.50»ó½Â7.50","1,374.80",1.0000
2022.09.13,"1,400.40","1,373.60","1,411.27","1,362.73","1,387.00ÇÏ¶ô-0.50","1,381.20",1.0000
2022.09.08,"1,400.90","1,374.10","1,411.78","1,363.22","1,387.50ÇÏ¶ô-1.50","1,385.30",1.0000
2022.09.07,"1,402.40","1,375.60","1,413.30","1,364.70","1,389.00»ó½Â11.00","1,370.30",1.0000
2022.09.06,"1,391.30","1,364.70","1,402.11","1,353.89","1,378.00»ó½Â7.00","1,369.70",1.0000
2022.09.05,"1,384.20","1,357.80","1,394.99","1,347.01","1,371.00»ó½Â8.50","1,356.50",1.0000
2022.09.02,"1,375.70","1,349.30","1,386.34","1,338.66","1,362.50»ó½Â7.50","1,351.40",1.0000
2022.09.01,"1,368.10","1,341.90","1,378.71","1,331.29","1,355.00»ó½Â10.50","1,345.10",1.0000
2022.08.31,"1,357.50","1,331.50","1,368.02","1,320.98","1,344.50ÇÏ¶ô-1.50","1,347.50",1.0000
2022.08.30,"1,359.00","1,333.00","1,369.55","1,322.45","1,346.00ÇÏ¶ô-3.50","1,347.70",1.0000
2022.08.29,"1,362.50","1,336.50","1,373.11","1,325.89","1,349.50»ó½Â16.50","1,332.50",1.0000
2022.08.26,"1,345.90","1,320.10","1,356.32","1,309.68","1,333.00ÇÏ¶ô-4.50","1,336.90",1.0000
2022.08.25,"1,350.40","1,324.60","1,360.90","1,314.10","1,337.50ÇÏ¶ô-5.50","1,341.40",1.0000
2022.08.24,"1,356.00","1,330.00","1,366.50","1,319.50","1,343.00»ó½Â1.00","1,341.80",1.0000
2022.08.23,"1,355.00","1,329.00","1,365.48","1,318.52","1,342.00ÇÏ¶ô-2.00","1,338.20",1.0000
2022.08.22,"1,357.00","1,331.00","1,367.52","1,320.48","1,344.00»ó½Â7.00","1,326.70",1.0000
2022.08.19,"1,349.90","1,324.10","1,360.39","1,313.61","1,337.00»ó½Â14.50","1,317.30",1.0000
2022.08.18,"1,335.30","1,309.70","1,345.64","1,299.36","1,322.50»ó½Â7.50","1,309.80",1.0000
2022.08.17,"1,327.70","1,302.30","1,338.01","1,291.99","1,315.00»ó½Â2.00","1,309.60",1.0000
2022.08.16,"1,325.70","1,300.30","1,335.97","1,290.03","1,313.00»ó½Â7.00","1,303.10",1.0000
2022.08.12,"1,318.60","1,293.40","1,328.85","1,283.15","1,306.00»ó½Â4.50","1,302.50",1.0000
2022.08.11,"1,314.10","1,288.90","1,324.27","1,278.73","1,301.50ÇÏ¶ô-3.50","1,309.10",1.0000
2022.08.10,"1,317.60","1,292.40","1,327.83","1,282.17","1,305.00ÇÏ¶ô-1.00","1,305.10",1.0000
2022.08.09,"1,318.60","1,293.40","1,328.85","1,283.15","1,306.00»ó½Â1.50","1,304.80",1.0000
2022.08.08,"1,317.10","1,291.90","1,327.32","1,281.68","1,304.50»ó½Â5.00","1,299.30",1.0000
2022.08.05,"1,312.10","1,286.90","1,322.24","1,276.76","1,299.50ÇÏ¶ô-11.00","1,309.70",1.0000
2022.08.04,"1,323.20","1,297.80","1,333.43","1,287.57","1,310.50ÇÏ¶ô-1.00","1,310.50",1.0000
2022.08.03,"1,324.20","1,298.80","1,334.45","1,288.55","1,311.50»ó½Â2.50","1,307.20",1.0000
2022.08.02,"1,321.60","1,296.40","1,331.90","1,286.10","1,309.00»ó½Â6.00","1,306.40",1.0000
2022.08.01,"1,315.60","1,290.40","1,325.80","1,280.20","1,303.00ÇÏ¶ô-0.50","1,298.60",1.0000
2022.07.29,"1,316.10","1,290.90","1,326.31","1,280.69","1,303.50»ó½Â2.00","1,304.00",1.0000
2022.07.28,"1,314.10","1,288.90","1,324.27","1,278.73","1,301.50ÇÏ¶ô-12.50","1,312.80",1.0000
2022.07.27,"1,326.70","1,301.30","1,336.99","1,291.01","1,314.00»ó½Â6.00","1,310.00",1.0000
2022.07.26,"1,320.60","1,295.40","1,330.89","1,285.11","1,308.00ÇÏ¶ô-2.50","1,311.00",1.0000
2022.07.25,"1,323.20","1,297.80","1,333.43","1,287.57","1,310.50ÇÏ¶ô-2.50","1,311.70",1.0000
2022.07.22,"1,325.70","1,300.30","1,335.97","1,290.03","1,313.00»ó½Â1.00","1,312.10",1.0000
2022.07.21,"1,324.70","1,299.30","1,334.96","1,289.04","1,312.00»ó½Â0.50","1,308.60",1.0000
2022.07.20,"1,324.20","1,298.80","1,334.45","1,288.55","1,311.50»ó½Â1.00","1,314.90",1.0000
2022.07.19,"1,323.20","1,297.80","1,333.43","1,287.57","1,310.50ÇÏ¶ô-5.50","1,317.80",1.0000
2022.07.18,"1,328.70","1,303.30","1,339.03","1,292.97","1,316.00ÇÏ¶ô-10.00","1,323.70",1.0000
2022.07.15,"1,338.80","1,313.20","1,349.20","1,302.80","1,326.00ÇÏ¶ô-1.00","1,310.00",1.0000
2022.07.14,"1,339.80","1,314.20","1,350.22","1,303.78","1,327.00»ó½Â22.00","1,305.90",1.0000
2022.07.13,"1,317.60","1,292.40","1,327.83","1,282.17","1,305.00ÇÏ¶ô-7.50","1,312.90",1.0000
2022.07.12,"1,325.20","1,299.80","1,335.46","1,289.54","1,312.50»ó½Â7.50","1,300.60",1.0000
2022.07.11,"1,317.60","1,292.40","1,327.83","1,282.17","1,305.00»ó½Â4.00","1,299.30",1.0000
2022.07.08,"1,313.60","1,288.40","1,323.76","1,278.24","1,301.00»ó½Â0.50","1,302.70",1.0000
2022.07.07,"1,313.10","1,287.90","1,323.25","1,277.75","1,300.50ÇÏ¶ô-7.00","1,307.40",1.0000
2022.07.06,"1,320.10","1,294.90","1,330.38","1,284.62","1,307.50ÇÏ¶ô-2.00","1,298.00",1.0000
2022.07.05,"1,322.20","1,296.80","1,332.41","1,286.59","1,309.50»ó½Â11.00","1,297.90",1.0000
2022.07.04,"1,311.00","1,286.00","1,321.22","1,275.78","1,298.50»ó½Â1.50","1,294.20",1.0000
2022.07.01,"1,309.50","1,284.50","1,319.69","1,274.31","1,297.00","1,299.80",1.0000
2022.06.30,"1,309.50","1,284.50","1,319.69","1,274.31","1,297.00ÇÏ¶ô-1.00","1,292.90",1.0000
2022.06.29,"1,310.50","1,285.50","1,320.71","1,275.29","1,298.00»ó½Â11.50","1,284.90",1.0000
2022.06.28,"1,298.90","1,274.10","1,309.01","1,263.99","1,286.50»ó½Â2.50","1,285.60",1.0000
2022.06.27,"1,296.40","1,271.60","1,306.47","1,261.53","1,284.00ÇÏ¶ô-11.00","1,299.40",1.0000
2022.06.24,"1,307.50","1,282.50","1,317.66","1,272.34","1,295.00ÇÏ¶ô-9.00","1,300.70",1.0000
2022.06.23,"1,316.60","1,291.40","1,326.82","1,281.18","1,304.00ÇÏ¶ô-0.50","1,295.70",1.0000
2022.06.22,"1,317.10","1,291.90","1,327.32","1,281.68","1,304.50»ó½Â12.50","1,290.60",1.0000
2022.06.21,"1,304.50","1,279.50","1,314.61","1,269.39","1,292.00ÇÏ¶ô-1.00","1,291.70",1.0000
2022.06.20,"1,305.50","1,280.50","1,315.62","1,270.38","1,293.00»ó½Â1.50","1,287.50",1.0000
2022.06.17,"1,304.00","1,279.00","1,314.10","1,268.90","1,291.50ÇÏ¶ô-2.00","1,284.10",1.0000
2022.06.16,"1,306.00","1,281.00","1,316.13","1,270.87","1,293.50»ó½Â1.50","1,291.30",1.0000
2022.06.15,"1,304.50","1,279.50","1,314.61","1,269.39","1,292.00»ó½Â5.50","1,289.70",1.0000
2022.06.14,"1,298.90","1,274.10","1,309.01","1,263.99","1,286.50ÇÏ¶ô-0.50","1,286.00",1.0000
2022.06.13,"1,299.40","1,274.60","1,309.52","1,264.48","1,287.00»ó½Â17.00","1,266.00",1.0000
2022.06.10,"1,282.30","1,257.70","1,292.22","1,247.78","1,270.00»ó½Â13.50","1,257.60",1.0000
2022.06.09,"1,268.60","1,244.40","1,278.48","1,234.52","1,256.50ÇÏ¶ô-0.50","1,255.40",1.0000
2022.06.08,"1,269.10","1,244.90","1,278.99","1,235.01","1,257.00»ó½Â0.50","1,257.10",1.0000
2022.06.07,"1,268.60","1,244.40","1,278.48","1,234.52","1,256.50»ó½Â12.50","1,241.10",1.0000
2022.06.03,"1,256.00","1,232.00","1,265.77","1,222.23","1,244.00ÇÏ¶ô-6.50","1,251.20",1.0000
2022.06.02,"1,262.60","1,238.40","1,272.38","1,228.62","1,250.50»ó½Â12.50","1,238.40",1.0000
2022.05.31,"1,250.00","1,226.00","1,259.66","1,216.34","1,238.00ÇÏ¶ô-1.50","1,245.80",1.0000
2022.05.30,"1,251.50","1,227.50","1,261.19","1,217.81","1,239.50ÇÏ¶ô-14.50","1,256.90",1.0000
2022.05.27,"1,266.10","1,241.90","1,275.94","1,232.06","1,254.00ÇÏ¶ô-12.00","1,266.40",1.0000
2022.05.26,"1,278.20","1,253.80","1,288.15","1,243.85","1,266.00»ó½Â2.00","1,263.30",1.0000
2022.05.25,"1,276.20","1,251.80","1,286.12","1,241.88","1,264.00ÇÏ¶ô-1.00","1,264.30",1.0000
2022.05.24,"1,277.20","1,252.80","1,287.13","1,242.87","1,265.00","1,267.70",1.0000
2022.05.23,"1,277.20","1,252.80","1,287.13","1,242.87","1,265.00ÇÏ¶ô-4.00","1,269.50",1.0000
2022.05.20,"1,281.30","1,256.70","1,291.20","1,246.80","1,269.00ÇÏ¶ô-10.00","1,274.60",1.0000
2022.05.19,"1,291.40","1,266.60","1,301.38","1,256.62","1,279.00»ó½Â11.00","1,269.30",1.0000
2022.05.18,"1,280.20","1,255.80","1,290.19","1,245.81","1,268.00ÇÏ¶ô-3.00","1,277.20",1.0000
2022.05.17,"1,283.30","1,258.70","1,293.24","1,248.76","1,271.00ÇÏ¶ô-14.00","1,281.60",1.0000
2022.05.16,"1,297.40","1,272.60","1,307.48","1,262.52","1,285.00»ó½Â2.50","1,286.00",1.0000
2022.05.13,"1,294.90","1,270.10","1,304.94","1,260.06","1,282.50ÇÏ¶ô-8.00","1,286.40",1.0000
2022.05.12,"1,303.00","1,278.00","1,313.08","1,267.92","1,290.50»ó½Â16.00","1,277.00",1.0000
2022.05.11,"1,286.80","1,262.20","1,296.80","1,252.20","1,274.50ÇÏ¶ô-1.50","1,275.50",1.0000
2022.05.10,"1,288.30","1,263.70","1,298.33","1,253.67","1,276.00ÇÏ¶ô-1.00","1,274.60",1.0000
2022.05.09,"1,289.30","1,264.70","1,299.34","1,254.66","1,277.00»ó½Â6.00","1,272.70",1.0000
2022.05.06,"1,283.30","1,258.70","1,293.24","1,248.76","1,271.00»ó½Â5.00","1,261.80",1.0000
2022.05.04,"1,278.20","1,253.80","1,288.15","1,243.85","1,266.00ÇÏ¶ô-1.50","1,265.70",1.0000
2022.05.03,"1,279.70","1,255.30","1,289.68","1,245.32","1,267.50»ó½Â0.50","1,265.80",1.0000
2022.05.02,"1,279.20","1,254.80","1,289.17","1,244.83","1,267.00»ó½Â8.00","1,265.40",1.0000
2022.04.29,"1,271.20","1,246.80","1,281.03","1,236.97","1,259.00ÇÏ¶ô-14.00","1,269.40",1.0000
2022.04.28,"1,285.30","1,260.70","1,295.27","1,250.73","1,273.00»ó½Â7.50","1,263.10",1.0000
2022.04.27,"1,277.70","1,253.30","1,287.64","1,243.36","1,265.50»ó½Â12.50","1,248.30",1.0000
2022.04.26,"1,265.10","1,240.90","1,274.92","1,231.08","1,253.00»ó½Â3.00","1,247.10",1.0000
2022.04.25,"1,262.10","1,237.90","1,271.87","1,228.13","1,250.00»ó½Â6.50","1,241.70",1.0000
2022.04.22,"1,255.50","1,231.50","1,265.26","1,221.74","1,243.50»ó½Â7.00","1,236.40",1.0000
2022.04.21,"1,248.40","1,224.60","1,258.13","1,214.87","1,236.50»ó½Â3.00","1,237.10",1.0000
2022.04.20,"1,245.40","1,221.60","1,255.08","1,211.92","1,233.50ÇÏ¶ô-5.00","1,234.90",1.0000
2022.04.19,"1,250.50","1,226.50","1,260.17","1,216.83","1,238.50»ó½Â3.50","1,232.80",1.0000
2022.04.18,"1,246.90","1,223.10","1,256.61","1,213.39","1,235.00»ó½Â6.50","1,230.10",1.0000
2022.04.15,"1,240.40","1,216.60","1,249.99","1,207.01","1,228.50»ó½Â2.00","1,224.20",1.0000
2022.04.14,"1,238.30","1,214.70","1,247.96","1,205.04","1,226.50ÇÏ¶ô-1.00","1,227.70",1.0000
2022.04.13,"1,239.40","1,215.60","1,248.98","1,206.02","1,227.50ÇÏ¶ô-3.50","1,236.60",1.0000
2022.04.12,"1,242.90","1,219.10","1,252.54","1,209.46","1,231.00ÇÏ¶ô-1.50","1,232.00",1.0000
2022.04.11,"1,244.40","1,220.60","1,254.06","1,210.94","1,232.50»ó½Â6.00","1,224.00",1.0000
2022.04.08,"1,238.30","1,214.70","1,247.96","1,205.04","1,226.50»ó½Â6.50","1,218.50",1.0000
2022.04.07,"1,231.80","1,208.20","1,241.35","1,198.65","1,220.00»ó½Â3.00","1,219.10",1.0000
2022.04.06,"1,228.80","1,205.20","1,238.29","1,195.71","1,217.00»ó½Â4.00","1,212.60",1.0000
2022.04.05,"1,224.70","1,201.30","1,234.22","1,191.78","1,213.00ÇÏ¶ô-1.50","1,216.70",1.0000
2022.04.04,"1,226.20","1,202.80","1,235.75","1,193.25","1,214.50ÇÏ¶ô-2.50","1,216.10",1.0000
2022.04.01,"1,228.80","1,205.20","1,238.29","1,195.71","1,217.00»ó½Â4.50","1,210.70",1.0000
2022.03.31,"1,224.20","1,200.80","1,233.71","1,191.29","1,212.50»ó½Â3.00","1,210.80",1.0000
2022.03.30,"1,221.20","1,197.80","1,230.66","1,188.34","1,209.50ÇÏ¶ô-9.00","1,220.50",1.0000
2022.03.29,"1,230.30","1,206.70","1,239.82","1,197.18","1,218.50ÇÏ¶ô-7.00","1,225.70",1.0000
2022.03.28,"1,237.30","1,213.70","1,246.94","1,204.06","1,225.50»ó½Â6.50","1,218.30",1.0000
2022.03.25,"1,230.80","1,207.20","1,240.33","1,197.67","1,219.00ÇÏ¶ô-5.00","1,219.40",1.0000
2022.03.24,"1,235.80","1,212.20","1,245.42","1,202.58","1,224.00»ó½Â9.00","1,212.70",1.0000
2022.03.23,"1,226.70","1,203.30","1,236.26","1,193.74","1,215.00ÇÏ¶ô-2.00","1,221.40",1.0000
2022.03.22,"1,228.80","1,205.20","1,238.29","1,195.71","1,217.00»ó½Â3.00","1,213.70",1.0000
2022.03.21,"1,225.70","1,202.30","1,235.24","1,192.76","1,214.00ÇÏ¶ô-2.00","1,211.10",1.0000
2022.03.18,"1,227.70","1,204.30","1,237.28","1,194.72","1,216.00»ó½Â5.00","1,220.60",1.0000
2022.03.17,"1,222.70","1,199.30","1,232.19","1,189.81","1,211.00ÇÏ¶ô-23.00","1,240.40",1.0000
2022.03.16,"1,245.90","1,222.10","1,255.59","1,212.41","1,234.00ÇÏ¶ô-11.50","1,241.70",1.0000
2022.03.15,"1,257.50","1,233.50","1,267.29","1,223.71","1,245.50»ó½Â7.50","1,238.60",1.0000
2022.03.14,"1,250.00","1,226.00","1,259.66","1,216.34","1,238.00»ó½Â3.00","1,232.40",1.0000
2022.03.11,"1,246.90","1,223.10","1,256.61","1,213.39","1,235.00»ó½Â7.00","1,228.70",1.0000
2022.03.10,"1,239.90","1,216.10","1,249.49","1,206.51","1,228.00ÇÏ¶ô-7.50","1,234.50",1.0000
2022.03.08,"1,247.40","1,223.60","1,257.12","1,213.88","1,235.50»ó½Â8.00","1,225.40",1.0000
2022.03.07,"1,239.40","1,215.60","1,248.98","1,206.02","1,227.50»ó½Â11.50","1,211.50",1.0000
2022.03.04,"1,227.70","1,204.30","1,237.28","1,194.72","1,216.00»ó½Â9.00","1,203.60",1.0000
2022.03.03,"1,218.70","1,195.30","1,228.12","1,185.88","1,207.00ÇÏ¶ô-1.00","1,205.00",1.0000
2022.03.02,"1,219.70","1,196.30","1,229.14","1,186.86","1,208.00»ó½Â5.00","1,205.60",1.0000
2022.02.28,"1,214.60","1,191.40","1,224.05","1,181.95","1,203.00ÇÏ¶ô-0.50","1,202.70",1.0000
2022.02.25,"1,215.10","1,191.90","1,224.56","1,182.44","1,203.50","1,199.40",1.0000
2022.02.24,"1,215.10","1,191.90","1,224.56","1,182.44","1,203.50»ó½Â12.50","1,192.10",1.0000
2022.02.23,"1,202.50","1,179.50","1,211.84","1,170.16","1,191.00ÇÏ¶ô-2.50","1,194.70",1.0000
2022.02.22,"1,205.00","1,182.00","1,214.38","1,172.62","1,193.50»ó½Â1.50","1,194.60",1.0000
